100,[0.6404446946242612]
102,[0.9285714285714286]
120,[0.9131886477462438]
130,[0.8150917743031951]
140,[0.31724292770543333]
150,[0.8017527954064672]
160,[0.3886363636363636]
170,[0.29435483870967744]
180,[0.7585995085995086]
190,[0.87890625]
200,[0.3159739609414121]
210,[0.24635761589403973]
220,[-1.7062706270627064]
230,[0.9156492785793563]
240,[0.8030338389731622]
250,[0.7222105924220222]
260,[0.5331224045877002]
270,[0.9542271135567784]
280,[0.8688118811881188]
290,[0.7540809084457062]
300,[-0.4683804627249357]
310,[0.7977777777777778]
320,[0.7537688442211056]
330,[0.9638841116549808]
340,[0.551056338028169]
350,[0.5190641247833622]
360,[-1.411764705882353]
370,[0.7768496420047732]
380,[0.8833183047790802]
390,[0.16765347460267996]
400,[0.6651554404145078]
410,[0.5231707317073171]
420,[0.706367384333486]
430,[0.3217324052590874]
440,[0.5598946906537955]
500,[0.908727948003714]
510,[0.5321271783956365]
520,[0.8701114488348531]
530,[0.83993993993994]
540,[0.8252969951083159]
550,[-0.2738359201773836]
560,[0.33714527742482]
570,[0.6779597915115413]
580,[0.7595536016232668]
590,[0.8403908794788274]
600,[0.6819526627218935]
610,[0.6456198347107438]
620,[0.524547803617571]
630,[0.9076667895318835]
640,[0.3212703101920236]
650,[0.6956521739130435]
660,[0.2366331392271043]
670,[-3.1666666666666665]
680,[-2.8941736028537455]
690,[-0.7525597269624573]
700,[0.602436323366556]
710,[0.87683384510406]
720,[0.6468582562104238]
730,[-0.24289405684754523]
740,[-2.053627760252366]
750,[0.42568370986920334]
760,[0.7685631629701061]
770,[0.5632183908045977]
780,[0.6334913112164297]
790,[0.5113149847094801]
800,[0.8108581436077058]
810,[0.5691297208538588]
820,[0.7010309278350515]
830,[0.910417715148465]
840,[-0.23076923076923078]
850,[0.9039891818796484]
860,[0.327313769751693]
870,[-1.2668621700879765]
880,[0.7849869071864999]
890,[-0.15211267605633802]
900,[0.0008103727714748784]
910,[0.9150877192982456]
920,[0.39415008391273076]
930,[0.7824709609292503]
940,[0.6757889546351085]
950,[0.8132800798801797]
960,[0.6074450084602369]
970,[0.9027299557304476]
980,[0.4892909128716989]
990,[0.9272918861959958]
1120,[-0.3481781376518219]
1150,[0.3265966046887631]
1180,[-9.0]
1190,[0.5588822355289421]
1200,[0.7187433212224834]
1230,[-1.4780487804878049]
1260,[0.03755868544600939]
1280,[0.6967160334835801]
1300,[0.5145572179539022]
1340,[0.38636363636363635]
1350,[0.8654804270462634]
1360,[0.4004360465116279]
1370,[0.551510989010989]
1380,[0.14463276836158193]
1390,[0.5086664308454192]
1400,[0.23690621193666261]
1420,[-0.008130081300813009]
1450,[0.3873144399460189]
1480,[0.3711615487316422]
1490,[-1.697879858657244]
1510,[0.5865888038662908]
1520,[0.05914567360350493]
1530,[-0.3436123348017621]
1600,[0.33434856175972927]
1610,[0.7666666666666667]
1620,[0.6715921684521611]
1630,[-0.4230769230769231]
1640,[-0.880085653104925]
1650,[0.771838331160365]
1660,[0.8836276083467095]
1670,[0.828750981932443]
1680,[0.9228529839883551]
1690,[0.5593525179856115]
1700,[0.7374658158614403]
1710,[-2.116222760290557]
1720,[0.437219730941704]
1730,[0.8580097087378641]
1740,[0.3638516179952644]
1750,[0.558648111332008]
1760,[0.4890566037735849]
1770,[-0.5037593984962406]
1800,[0.5139634801288937]
1820,[-344.0]
1830,[0.06256306760847628]
1840,[0.0]
1860,[-2.3190184049079754]
1900,[-0.3861818181818182]
1940,[0.9070063694267516]
2100,[-0.1309915843395536]
2110,[-0.18274111675126903]
2120,[-6.766666666666667]
2130,[0.7153905645784996]
2140,[0.9492868462757528]
2150,[0.9226073850791259]
2160,[0.19166666666666668]
2170,[0.8462906504065041]
2180,[0.9077069457659372]
2200,[-0.5369395534579778]
2210,[-0.04725609756097561]
2230,[0.5108958837772397]
2240,[-0.22828427853553482]
2250,[0.7615230460921844]
2260,[0.7533432392273403]
2270,[0.4248756218905473]
2280,[-0.3754152823920266]
2300,[-0.0989010989010989]
2320,[0.6650717703349283]
2330,[0.9691468253968254]
2340,[-0.1550632911392405]
2360,[-1.065326633165829]
2380,[0.754863813229572]
2390,[-2.553745928338762]
2400,[-0.20372836218375498]
2410,[0.9565217391304348]
2420,[-0.006289308176100629]
2430,[0.9129451667608819]
2440,[0.9824561403508771]
2450,[-1.871559633027523]
2460,[-66.0]
2470,[-1.1741935483870967]
2480,[0.5869565217391305]
2490,[0.1583710407239819]
2510,[0.9961538461538462]
2520,[0.8655737704918033]
2540,[-32.0]
2550,[-6.7]
2570,[-7.090909090909091]
2580,[0.47459349593495936]
2590,[-2.6233766233766236]
2600,[0.7179383933964163]
2610,[-1.829479768786127]
2620,[0.9289249904810255]
2630,[0.5136707388016288]
2650,[0.703859649122807]
2660,[0.046875]
2680,[-17.5]
2700,[0.7074468085106383]
2710,[-5.259640102827763]
2720,[0.4194078947368421]
2730,[-7.913953488372093]
2740,[0.367601246105919]
2750,[0.3203463203463203]
2760,[0.8697766968826001]
2770,[0.400909681611436]
2780,[-1.6341059602649006]
2810,[-861.0]
2820,[0.688468992248062]
2860,[-1.4462809917355373]
2880,[-0.5581896551724138]
2920,[0.9243657252273815]
2940,[-1.0178306092124814]
2970,[0.44690052859202306]
2980,[-0.5625]
3100,[-0.6164747564216121]
3150,[-0.23271889400921658]
3220,[-1.19]
3250,[-1.092783505154639]
3300,[-0.1271604938271605]
3400,[0.8645945945945946]
3430,[0.5969498910675382]
3600,[-2.784431137724551]
3620,[-4.013888888888889]
3710,[0.5]
3790,[-0.7894736842105263]
3810,[-178.0]
3850,[-0.9966777408637874]
3870,[0.7142857142857143]
4130,[0.525]
4170,[0.009630818619582664]
4200,[0.7154538021259199]
4220,[-14.533333333333333]
4230,[-7.19140625]
4240,[0.7593436645396536]
4250,[0.3120536680372214]
4260,[0.29523809523809524]
4300,[0.8282504012841091]
4310,[-0.0071174377224199285]
4320,[-5.026465028355387]
4330,[-6.921428571428572]
4340,[0.9430241051862673]
4350,[-0.12436548223350254]
4360,[0.41624365482233505]
4380,[0.6495726495726496]
4400,[-0.37947643979057594]
4410,[0.6373437882871845]
4420,[-0.7473233404710921]
4430,[0.7627700383605895]
4440,[-0.4500780031201248]
4460,[0.5297297297297298]
4480,[-0.13284132841328414]
4500,[0.42351453855878635]
4530,[0.07142857142857142]
4600,[-0.26282051282051283]
4620,[0.9780405405405406]
4630,[0.4700854700854701]
4660,[-0.7382198952879581]
4680,[-2.4468085106382977]
4740,[-1.0975609756097562]
4840,[-552.0]
4920,[0.9970149253731343]
4940,[-493.0]
5100,[-1.9914529914529915]
5200,[0.2158226824138489]
5250,[-47.0]
5400,[-0.03188775510204082]
5430,[0.06912442396313365]
5440,[-6.333333333333333]
5450,[-0.7712765957446809]
5460,[0.8814133591481123]
5470,[0.3123209169054441]
5510,[-53.0]
5620,[0.6872759856630825]
5800,[0.34835939895737505]
5810,[0.6228610540725531]
5820,[0.9070247933884298]
5830,[0.7338028169014085]
5840,[-0.036303630363036306]
5850,[0.8756345177664975]
5860,[0.38310893512851896]
5880,[-5.644736842105263]
5900,[0.9141509433962264]
5950,[-14.242424242424242]
6100,[0.04312015503875969]
6150,[0.8833333333333333]
6200,[0.2981220657276995]
6400,[0.10193413486670151]
6450,[0.9784560143626571]
6500,[-2.3197932053175774]
6650,[0.8352490421455939]
6750,[-144.0]
6830,[0.5799299883313885]
6850,[0.5070422535211268]
6950,[-1.7857142857142858]
7110,[0.5945017182130584]
7150,[-1.488888888888889]
7170,[0.9320036264732547]
7190,[-11.428571428571429]
7220,[0.9005145797598628]
7230,[0.9795918367346939]
7280,[-0.3310810810810811]
7310,[0.9868421052631579]
7350,[-27.0]
7500,[-0.9705882352941176]
7510,[-1.66]
7530,[-6.333333333333333]
7560,[-0.25]
7565,[0.9929577464788732]
7600,[0.99]
7680,[0.9646393210749646]
7700,[-3.8515625]
7720,[-2.0454545454545454]
7740,[0.6965317919075145]
7750,[0.1794871794871795]
7780,[0.6320754716981132]
7800,[-1.5211267605633803]
7810,[0.994413407821229]
7820,[-4.85]
7830,[-258.0]
7850,[-1.6140350877192982]
7880,[-6.757575757575758]
7900,[-0.9148264984227129]
7910,[-630.0]
7920,[0.14285714285714285]
7930,[0.9405940594059405]
7940,[0.9433106575963719]
7945,[-2.65]
7955,[-0.19704433497536947]
7960,[-0.08695652173913043]
7970,[-153.0]
7980,[-43.0]
7990,[0.98]
8100,[0.6843086097651883]
8150,[0.8715596330275229]
8200,[-123.25]
8350,[-1.905612244897959]
8450,[-26.0]
8480,[0.43169398907103823]
8500,[0.8729979697721634]
8680,[0.5883076923076923]
8700,[0.34444444444444444]
8800,[-20.0]
9120,[-881.0]
9220,[-2.8595041322314048]
9430,[-1.2332838038632987]
9520,[-1.2280701754385965]
9630,[-249.0]
9810,[-7.084745762711864]
9930,[-28.0]
10120,[-2.1185185185185187]
10140,[0.6888297872340425]
10160,[-5.589743589743589]
10210,[0.5969230769230769]
10230,[0.043859649122807015]
10250,[0.08108108108108109]
10270,[-39.0]
10300,[0.477751756440281]
10320,[-2678.0]
10330,[0.8669950738916257]
10360,[-3.165137614678899]
10380,[-2.64]
10410,[0.675]
10420,[-0.25925925925925924]
10440,[-0.2324561403508772]
10470,[-0.8636363636363636]
10480,[0.989010989010989]
10520,[-0.48148148148148145]
10570,[-71.0]
10600,[0.049019607843137254]
10620,[0.5577889447236181]
10640,[-4.645161290322581]
10650,[-0.3287461773700306]
10660,[-1.0315789473684212]
10680,[-0.21428571428571427]
10710,[-164.0]
10820,[-0.1457286432160804]
10900,[-5.909090909090909]
10940,[0.7779156327543424]
10960,[0.6964285714285714]
